Symbol,Company Name,Type,Sector,Industry,Options
IWML,ETRACS 2x Leveraged US Size Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
IWDL,ETRACS 2x Leveraged US Value Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
PFFL,ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN,ETF,ETF-Trading--Miscellaneous,ETF,False
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B,ETF,ETF-Trading--Leveraged Equity,ETF,False
AMUB,ETRACS Alerian MLP Index ETN Class B,ETF,ETF-Energy Limited Partnership,ETF,False
MLPB,ETRACS Alerian MLP Infrastructure Index ETN Series B,ETF,ETF-Energy Limited Partnership,ETF,False
UCIB,ETRACS CMCI Total Return ETN Series B,ETF,ETF-Commodities Broad Basket,ETF,False
IFED,"ETRACS IFED Invest with the Fed TR Index ETN due September 15, 2061",ETF,ETF-Large Blend,ETF,False
BDCZ,ETRACS MarketVector Business Development Companies Liquid Index ETN,ETF,ETF-Financial,ETF,False
CEFD,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,ETF,ETF-Trading--Miscellaneous,ETF,False
MVRL,ETRACS Monthly Pay 1.5x Leveraged Mortgage REIT ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B,ETF,ETF-Trading--Leveraged Equity,ETF,False
MLPR,ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
BDCX,ETRACS Quarterly Pay 1.5x Leveraged MarketVector BDC Liquid Index ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
ETSY,"Etsy, Inc.",Common Stock,Consumer Discretionary,Internet Retail,True
ECML,Euclidean Fundamental Value ETF,ETF,ETF-Small Value,ETF,False
EUDA,EUDA Health Holdings Limited,Common Stock,Real Estate,Real Estate Services,False
EPRX,Eupraxia Pharmaceuticals Inc.,Common Stock,Healthcare,Biotechnology,False
EURK,Eureka Acquisition Corp,Common Stock,Financials,Shell Companies,False
CLWT,Euro Tech Holdings Company Limited,Common Stock,Industrials,Pollution & Treatment Controls,False
EDRY,EuroDry Ltd.,Common Stock,Industrials,Marine Shipping,False
EHLD,Euroholdings Ltd.,Common Stock,Industrials,Marine Shipping,False
EEFT,"Euronet Worldwide, Inc.",Common Stock,Technology,Software - Infrastructure,True
EWCZ,"European Wax Center, Inc.",Common Stock,Consumer Staples,Household & Personal Products,True
ESEA,Euroseas Ltd.,Common Stock,Industrials,Marine Shipping,False
EVAX,Evaxion A/S,Common Stock,Healthcare,Biotechnology,False
EVEX,"Eve Holding, Inc.",Common Stock,Industrials,Aerospace & Defense,True
EHLS,Even Herd Long Short ETF,ETF,ETF-Long-Short Equity,ETF,False
EB,"Eventbrite, Inc.",Common Stock,Communication Services,Internet Content & Information,True
ELCV,Eventide High Dividend ETF,Common Stock,,ETF,False
EUSM,Eventide US Market ETF,ETF,,ETF,False
EDHL,Everbright Digital Holding Limited,Common Stock,Everbright Digital ,Advertising Agencies,False
EVCM,EverCommerce Inc.,Common Stock,Technology,Software - Infrastructure,True
EVR,Evercore Inc.,Common Stock,Financials,Capital Markets,True
EG,"Everest Group, Ltd.",Common Stock,Financials,Insurance - Reinsurance,True
EVRG,"Evergy, Inc.",Common Stock,Utilities,Utilities - Regulated Electric,True
EVRI,Everi Holdings Inc.,Common Stock,Consumer Discretionary,Gambling,True
EVER,"EverQuote, Inc.",Common Stock,Communication Services,Internet Content & Information,True
ES,Eversource Energy,Common Stock,Utilities,Utilities - Regulated Electric,True
MRAM,"Everspin Technologies, Inc.",Common Stock,Technology,Semiconductors,True
EVTC,"EVERTEC, Inc.",Common Stock,Technology,Software - Infrastructure,True
ECG,"Everus Construction Group, Inc.",Common Stock,Industrials,Engineering & Construction,False
EVGO,"EVgo, Inc.",Common Stock,Consumer Discretionary,Specialty Retail,True
EVI,"EVI Industries, Inc.",Common Stock,Industrials,Industrial Distribution,False
EVGN,Evogene Ltd.,Common Stock,Healthcare,Biotechnology,False
EVOK,"Evoke Pharma, Inc.",Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,False
EVH,"Evolent Health, Inc.",Common Stock,Healthcare,Health Information Services,True
EOLS,"Evolus, Inc.",Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
EPM,Evolution Petroleum Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,True
EVLV,"Evolv Technologies Holdings, Inc.",Common Stock,Industrials,Security & Protection Services,True
EVO,Evotec SE,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,False
EXAS,Exact Sciences Corporation,Common Stock,Healthcare,Diagnostics & Research,True
XGN,Exagen Inc.,Common Stock,Healthcare,Diagnostics & Research,True
EE,"Excelerate Energy, Inc.",Common Stock,Energy,Oil & Gas Midstream,True
EXEL,"Exelixis, Inc.",Common Stock,Healthcare,Biotechnology,True
EXC,Exelon Corporation,Common Stock,Utilities,Utilities - Regulated Electric,True
XCUR,"Exicure, Inc.",Common Stock,Healthcare,Biotechnology,False
EXLS,"ExlService Holdings, Inc.",Common Stock,Technology,Information Technology Services,True
EXOD,"Exodus Movement, Inc.",Common Stock,Technology,Software - Infrastructure,False
EXOZ,"eXoZymes, Inc.",Common Stock,Healthcare,Biotechnology,False
EXPI,"eXp World Holdings, Inc.",Common Stock,Real Estate,Real Estate Services,True
EXE,Expand Energy Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,True
EXPE,"Expedia Group, Inc.",Common Stock,Consumer Discretionary,Travel Services,True
EXPD,"Expeditors International of Washington, Inc.",Common Stock,Industrials,Integrated Freight & Logistics,True
EXFY,"Expensify, Inc.",Common Stock,Technology,Software - Application,True
XPON,Expion360 Inc.,Common Stock,Industrials,Electrical Equipment & Parts,False
EXPO,"Exponent, Inc.",Common Stock,Industrials,Engineering & Construction,True
XPRO,Expro Group Holdings N.V.,Common Stock,Energy,Oil & Gas Equipment & Services,True
EXR,Extra Space Storage Inc.,Common Stock,Real Estate,REIT - Industrial,True
EXTR,"Extreme Networks, Inc.",Common Stock,Technology,Communication Equipment,True
XOM,Exxon Mobil Corporation,Common Stock,Energy,Oil & Gas Integrated,True
EYEN,"Eyenovia, Inc.",Common Stock,Healthcare,Biotechnology,True
EYPT,"EyePoint Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
EZPW,"EZCORP, Inc.",Common Stock,Financials,Credit Services,True
EZGO,EZGO Technologies Ltd.,Common Stock,Consumer Discretionary,Recreational Vehicles,False
FG,"F&G Annuities & Life, Inc.",Common Stock,Financials,Insurance - Life,True
FNB,F.N.B. Corporation,Common Stock,Financials,Banks - Regional,True
ZTEN,F/M 10-Year Investment Grade Corporate Bond ETF,ETF,ETF-Long-Term Bond,ETF,False
ZTWO,F/M 2-Year Investment Grade Corporate Bond ETF,ETF,ETF-Short-Term Bond,ETF,False
ZTRE,F/M 3-Year Investment Grade Corporate Bond ETF,ETF,ETF-Short-Term Bond,ETF,False
LFSC,F/M Emerald Life Sciences Innovation ETF,ETF,ETF-Health,ETF,False
XFIX,F/m Opportunistic Income ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
RBIL,F/m Ultrashort Treasury Inflation-Protected Security (TIPS) ETF,ETF,,ETF,False
FFIV,"F5, Inc.",Common Stock,Technology,Software - Infrastructure,True
FN,Fabrinet,Common Stock,Technology,Electronic Components,True
FACT,FACT II Acquisition Corp,Common Stock,Financials,Shell Companies,False
FDS,FactSet Research Systems Inc.,Common Stock,Financials,Financial Data & Stock Exchanges,True
FICO,Fair Isaac Corporation,Common Stock,Technology,Software - Application,True
TACK,Fairlead Tactical Sector ETF,ETF,ETF-Tactical Allocation,ETF,False
FBYD,"Falcon's Beyond Global, Inc.",Common Stock,Industrials,Conglomerates,False
DUO,Fangdd Network Group Ltd.,Common Stock,Real Estate,Real Estate Services,False
FFAI,Faraday Future Intelligent Electric Inc.,Common Stock,Consumer Discretionary,Auto Manufacturers,True
FARM,Farmer Bros. Co.,Common Stock,Consumer Staples,Packaged Foods,True
FMAO,"Farmers & Merchants Bancorp, Inc.",Common Stock,Financials,Banks - Regional,True
FMNB,Farmers National Banc Corp.,Common Stock,Financials,Banks - Regional,True
FPI,Farmland Partners Inc.,Common Stock,Real Estate,REIT - Specialty,True
FAMI,"Farmmi, Inc.",Common Stock,Consumer Staples,Packaged Foods,False
FARO,"FARO Technologies, Inc.",Common Stock,Technology,Scientific & Technical Instruments,True
FTRK,Fast Track Group,Common Stock,Communication Services,Advertising Agencies,False
FAST,Fastenal Company,Common Stock,Industrials,Industrial Distribution,True
FSLY,"Fastly, Inc.",Common Stock,Technology,Software - Application,True
FATBB,FAT Brands Inc.Class B,Common Stock,Consumer Discretionary,Restaurants,False
FAT,FAT Brands Inc.,Common Stock,Consumer Discretionary,Restaurants,False
FATE,"Fate Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
FTHM,Fathom Holdings Inc.,Common Stock,Real Estate,Real Estate Services,True
FATN,"FatPipe, Inc.",Common Stock,Technology,Software - Infrastructure,False
FBLA,"FB Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
FBK,FB Financial Corporation,Common Stock,Financials,Banks - Regional,True
FBGL,FBS Global Limited,Common Stock,Industrials,Engineering & Construction,False
AGM,Federal Agricultural Mortgage Corporation,Common Stock,Financials,Credit Services,True
FRT,Federal Realty Investment Trust,Common Stock,Real Estate,REIT - Retail,True
FSS,Federal Signal Corporation,Common Stock,Industrials,Pollution & Treatment Controls,True
FLCC,Federated Hermes MDT Large Cap Core ETF,ETF,ETF-Large Blend,ETF,False
FLCG,Federated Hermes MDT Large Cap Growth ETF,ETF,ETF-Large Growth,ETF,False
FLCV,Federated Hermes MDT Large Cap Value ETF,ETF,ETF-Large Value,ETF,False
FSCC,Federated Hermes MDT Small Cap Core ETF,ETF,ETF-Small Blend,ETF,False
FCSH,Federated Hermes Short Duration Corporate ETF,ETF,ETF-Short-Term Bond,ETF,False
FHYS,Federated Hermes Short Duration High Yield ETF,ETF,ETF-High Yield Bond,ETF,False
FTRB,Federated Hermes Total Return Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
FDV,Federated Hermes U.S. Strategic Dividend ETF,ETF,ETF-Large Value,ETF,False
FHI,"Federated Hermes, Inc.",Common Stock,Financials,Asset Management,True
FDX,FedEx Corporation,Common Stock,Industrials,Integrated Freight & Logistics,True
FEMY,Femasys Inc.,Common Stock,Healthcare,Medical Instruments & Supplies,False
FEBO,Fenbo Holdings Limited,Common Stock,Technology,Consumer Electronics,False
FENC,Fennec Pharmaceuticals Inc.,Common Stock,Healthcare,Biotechnology,True
FERG,Ferguson Enterprises Inc.,Common Stock,Industrials,Industrial Distribution,True
RACE,Ferrari N.V.,Common Stock,Consumer Discretionary,Auto Manufacturers,True
GSM,Ferroglobe PLC,Common Stock,Materials,Other Industrial Metals & Mining,True
FER,Ferrovial SE,Common Stock,Industrials,Engineering & Construction,True
FGMC,FG Merger II Corp.,Common Stock,Financials,Shell Companies,False
FGI,FGI Industries Ltd.,Common Stock,Consumer Discretionary,"Furnishings, Fixtures & Appliances",False
FBLG,"FibroBiologics, Inc.",Common Stock,Healthcare,Biotechnology,False
FGEN,"FibroGen, Inc.",Common Stock,Healthcare,Biotechnology,True
FIHL,Fidelis Insurance Holdings Limited,Common Stock,Financials,Insurance - Diversified,False
FBCG,Fidelity Blue Chip Growth ETF,ETF,ETF-Large Growth,ETF,False
FBCV,Fidelity Blue Chip Value ETF,ETF,ETF-Large Value,ETF,False
FRNW,Fidelity Clean Energy ETF,ETF,ETF-Miscellaneous Sector,ETF,True
FCLD,Fidelity Cloud Computing ETF,ETF,ETF-Technology,ETF,True
FCOR,Fidelity Corporate Bond ETF,ETF,ETF-Corporate Bond,ETF,False
FDIG,Fidelity Crypto Industry and Digital Payments ETF,ETF,ETF-Digital Assets,ETF,True
FDBC,"Fidelity D & D Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
FDHT,Fidelity Digital Health ETF,ETF,ETF-Health,ETF,True
FBOT,Fidelity Disruptive Automation ETF,ETF,ETF-Global Large-Stock Growth,ETF,True
FDCF,Fidelity Disruptive Communications ETF,ETF,ETF-Communications,ETF,False
FDFF,Fidelity Disruptive Finance ETF,ETF,ETF-Financial,ETF,False
FMED,Fidelity Disruptive Medicine ETF,ETF,ETF-Health,ETF,False
FDTX,Fidelity Disruptive Technology ETF,ETF,ETF-Technology,ETF,False
FDIF,Fidelity Disruptors ETF,ETF,ETF-Large Growth,ETF,False
FDRR,Fidelity Dividend ETF for Rising Rates,ETF,ETF-Large Value,ETF,True
FBUF,Fidelity Dynamic Buffered Equity ETF,ETF,ETF-Equity Hedged,ETF,False
FDRV,Fidelity Electric Vehicles and Future Transportation ETF,ETF,ETF-Global Large-Stock Growth,ETF,True
FDEM,Fidelity Emerging Markets Multifactor ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
FEMR,Fidelity Enhanced Emerging Markets ETF,ETF,,ETF,False
FDHY,Fidelity Enhanced High Yield ETF,ETF,ETF-High Yield Bond,ETF,False
FENI,Fidelity Enhanced International ETF,ETF,ETF-Foreign Large Blend,ETF,False
FELC,Fidelity Enhanced Large Cap Core ETF,ETF,ETF-Large Blend,ETF,False
FELG,Fidelity Enhanced Large Cap Growth ETF,ETF,ETF-Large Growth,ETF,False
FELV,Fidelity Enhanced Large Cap Value ETF,ETF,ETF-Large Value,ETF,False
FMDE,Fidelity Enhanced Mid Cap ETF,ETF,ETF-Mid-Cap Blend,ETF,False
FESM,Fidelity Enhanced Small Cap ETF,ETF,ETF-Small Blend,ETF,False
FEAC,Fidelity Enhanced U.S. All-Cap Equity ETF,ETF,ETF-Large Blend,ETF,False
FETH,Fidelity Ethereum Fund ETF,ETF,ETF-Digital Assets,ETF,True
FFDI,Fidelity Fundamental Developed International ETF,ETF,ETF-Foreign Large Blend,ETF,False
FFEM,Fidelity Fundamental Emerging Markets ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
FFGX,Fidelity Fundamental Global ex-U.S. ETF,ETF,ETF-Foreign Large Blend,ETF,False
FFLC,Fidelity Fundamental Large Cap Core ETF,ETF,ETF-Large Blend,ETF,False
FFLG,Fidelity Fundamental Large Cap Growth ETF,ETF,ETF-Large Growth,ETF,False
FFLV,Fidelity Fundamental Large Cap Value ETF,ETF,ETF-Large Value,ETF,False
FFSM,Fidelity Fundamental Small-Mid Cap ETF,ETF,ETF-Mid-Cap Blend,ETF,False
FHEQ,Fidelity Hedged Equity ETF,ETF,ETF-Equity Hedged,ETF,False
FDVV,Fidelity High Dividend ETF,ETF,ETF-Large Value,ETF,True
FIDI,Fidelity International High Dividend ETF,ETF,ETF-Foreign Large Value,ETF,True
FDEV,Fidelity International Multifactor ETF,ETF,ETF-Foreign Large Blend,ETF,False
FIVA,Fidelity International Value Factor ETF,ETF,ETF-Foreign Large Value,ETF,True
FIGB,Fidelity Investment Grade Bond ETF,ETF,ETF-Intermediate Core Bond,ETF,False
FSEC,Fidelity Investment Grade Securitized ETF,ETF,ETF-Intermediate Core Bond,ETF,False
FLTB,Fidelity Limited Term Bond ETF,ETF,ETF-Short-Term Bond,ETF,False
FLDB,Fidelity Low Duration Bond ETF,ETF,ETF-Ultrashort Bond,ETF,False
FLDR,Fidelity Low Duration Bond Factor ETF,ETF,ETF-Ultrashort Bond,ETF,False
FDLO,Fidelity Low Volatility Factor ETF,ETF,ETF-Large Blend,ETF,True
FMAG,Fidelity Magellan ETF,ETF,ETF-Large Growth,ETF,False
FFUT,Fidelity Managed Futures ETF,,,ETF,False
FMET,Fidelity Metaverse ETF,ETF,ETF-Communications,ETF,True
FDMO,Fidelity Momentum Factor ETF,ETF,ETF-Large Growth,ETF,True
FCOM,Fidelity MSCI Communication Services Index ETF,ETF,ETF-Communications,ETF,True
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,ETF,ETF-Consumer Cyclical,ETF,True
FSTA,Fidelity MSCI Consumer Staples Index ETF,ETF,ETF-Consumer Defensive,ETF,True
FENY,Fidelity MSCI Energy Index ETF,ETF,ETF-Equity Energy,ETF,True
FNCL,Fidelity MSCI Financials Index ETF,ETF,ETF-Financial,ETF,True
FHLC,Fidelity MSCI Health Care Index ETF,ETF,ETF-Health,ETF,True
FIDU,Fidelity MSCI Industrial Index ETF,ETF,ETF-Industrials,ETF,True
FTEC,Fidelity MSCI Information Technology Index ETF,ETF,ETF-Technology,ETF,True
FMAT,Fidelity MSCI Materials Index ETF,ETF,ETF-Natural Resources,ETF,True
FREL,Fidelity MSCI Real Estate Index ETF,ETF,ETF-Real Estate,ETF,True
FUTY,Fidelity MSCI Utilities Index ETF,ETF,ETF-Utilities,ETF,True
FMUB,Fidelity Municipal Bond Opportunities ETF,ETF,,ETF,False
ONEQ,Fidelity Nasdaq Composite Index ETF,ETF,ETF-Large Growth,ETF,True
FNF,"Fidelity National Financial, Inc.",Common Stock,Financials,Insurance - Specialty,True
FIS,"Fidelity National Information Services, Inc.",Common Stock,Technology,Information Technology Services,True
FPFD,Fidelity Preferred Securities & Income ETF,ETF,ETF-Preferred Stock,ETF,False
FQAL,Fidelity Quality Factor ETF,ETF,ETF-Large Blend,ETF,True
FPRO,Fidelity Real Estate Investment ETF,ETF,ETF-Real Estate,ETF,False
FSMD,Fidelity Small-Mid Multifactor ETF,ETF,ETF-Small Blend,ETF,False
FCPI,Fidelity Stocks for Inflation ETF,ETF,ETF-Large Blend,ETF,True
FSBD,Fidelity Sustainable Core Plus Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
FSYD,Fidelity Sustainable High Yield ETF,ETF,ETF-High Yield Bond,ETF,False
FSLD,Fidelity Sustainable Low Duration Bond ETF,ETF,ETF-Ultrashort Bond,ETF,False
FSST,Fidelity Sustainable U.S. Equity ETF,ETF,ETF-Large Blend,ETF,False
FMUN,Fidelity Systematic Municipal Bond Index ETF,ETF,,ETF,False
FTBD,Fidelity Tactical Bond ETF,ETF,ETF-Multisector Bond,ETF,False
FBND,Fidelity Total Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,True
FLRG,Fidelity U.S. Multifactor ETF,ETF,ETF-Large Blend,ETF,False
FVAL,Fidelity Value Factor ETF,ETF,ETF-Large Value,ETF,True
FBTC,Fidelity Wise Origin Bitcoin Fund,ETF,ETF-Digital Assets,ETF,True
FDWM,Fidelity Women's Leadership ETF,ETF,ETF-Large Blend,ETF,False
FYEE,Fidelity Yield Enhanced Equity ETF,ETF,ETF-Derivative Income,ETF,False
FDUS,Fidus Investment Corporation,Common Stock,Financials,Asset Management,True
MINM,"FiEE, Inc.",Common Stock,Technology,Communication Equipment,False
FDSB,"Fifth District Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
FERA,Fifth Era Acquisition Corp I,Common Stock,Financials,Shell Companies,False
FITB,Fifth Third Bancorp,Common Stock,Financials,Banks - Regional,True
FIGS,"FIGS, Inc.",Common Stock,Consumer Discretionary,Apparel Manufacturing,True
FOA,Finance of America Companies Inc.,Common Stock,Financials,Credit Services,True
FISI,"Financial Institutions, Inc.",Common Stock,Financials,Banks - Regional,True
XLF,Financial Select Sector SPDR Fund,ETF,ETF-Financial,ETF,True
FNGR,"FingerMotion, Inc.",Common Stock,Communication Services,Telecom Services,True
